PAGE pfn: 0, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x7f5cf3056, ar: 1858, fc: 63, num_access: 1921, ar_ratio: 96.7 , fc_ratio: 3.3
PAGE pfn: 0x7f5cf3055, ar: 750, fc: 7, num_access: 757, ar_ratio: 99.1 , fc_ratio: 0.9
PAGE pfn: 0x7f5cf3057, ar: 1342, fc: 6, num_access: 1348, ar_ratio: 99.6 , fc_ratio: 0.4
PAGE pfn: 0x7f5cf3058, ar: 42, fc: 20, num_access: 62, ar_ratio: 67.7 , fc_ratio: 32.3
PAGE pfn: 0x7f5cf308f, ar: 672, fc: 10, num_access: 682, ar_ratio: 98.5 , fc_ratio: 1.5
PAGE pfn: 0x7f5cf305d, ar: 2726, fc: 63, num_access: 2789, ar_ratio: 97.7 , fc_ratio: 2.3
PAGE pfn: 0x7f5cf305b, ar: 264, fc: 115, num_access: 379, ar_ratio: 69.7 , fc_ratio: 30.3
PAGE pfn: 0x7f5cf305e, ar: 585, fc: 63, num_access: 648, ar_ratio: 90.3 , fc_ratio: 9.7
PAGE pfn: 0x7f5cf3059, ar: 1974, fc: 34, num_access: 2008, ar_ratio: 98.3 , fc_ratio: 1.7
PAGE pfn: 0x7f5cf305c, ar: 2828, fc: 23, num_access: 2851, ar_ratio: 99.2 , fc_ratio: 0.8
PAGE pfn: 0x7f5cf305f, ar: 2636, fc: 32, num_access: 2668, ar_ratio: 98.8 , fc_ratio: 1.2
PAGE pfn: 0x7f5cf3062, ar: 1750, fc: 2, num_access: 1752, ar_ratio: 99.9 , fc_ratio: 0.1
PAGE pfn: 0x7f5cf3060, ar: 441, fc: 0, num_access: 441, ar_ratio: 100.0 , fc_ratio: 0.0
PAGE pfn: 0x7f5cf3090, ar: 672, fc: 9, num_access: 681, ar_ratio: 98.7 , fc_ratio: 1.3
PAGE pfn: 0x7f5cf3061, ar: 383, fc: 20, num_access: 403, ar_ratio: 95.0 , fc_ratio: 5.0
PAGE pfn: 0x7f5cf3064, ar: 83, fc: 6, num_access: 89, ar_ratio: 93.3 , fc_ratio: 6.7
PAGE pfn: 0x7f5cf3063, ar: 970, fc: 47, num_access: 1017, ar_ratio: 95.4 , fc_ratio: 4.6
PAGE pfn: 0x7f5cf306c, ar: 2072, fc: 63, num_access: 2135, ar_ratio: 97.0 , fc_ratio: 3.0
PAGE pfn: 0x7f5cf306a, ar: 1590, fc: 125, num_access: 1715, ar_ratio: 92.7 , fc_ratio: 7.3
PAGE pfn: 0x7f5cf3067, ar: 1600, fc: 42, num_access: 1642, ar_ratio: 97.4 , fc_ratio: 2.6
PAGE pfn: 0x7f5cf3068, ar: 315, fc: 63, num_access: 378, ar_ratio: 83.3 , fc_ratio: 16.7
PAGE pfn: 0x7f5cf306b, ar: 2200, fc: 59, num_access: 2259, ar_ratio: 97.4 , fc_ratio: 2.6
PAGE pfn: 0x7f5cf3091, ar: 670, fc: 10, num_access: 680, ar_ratio: 98.5 , fc_ratio: 1.5
PAGE pfn: 0x7f5cf306f, ar: 1, fc: 28, num_access: 29, ar_ratio: 3.4 , fc_ratio: 96.6
PAGE pfn: 0x7f5cf3070, ar: 62, fc: 127, num_access: 189, ar_ratio: 32.8 , fc_ratio: 67.2
PAGE pfn: 0x7f5cf3072, ar: 713, fc: 63, num_access: 776, ar_ratio: 91.9 , fc_ratio: 8.1
PAGE pfn: 0x7f5cf3073, ar: 50, fc: 107, num_access: 157, ar_ratio: 31.8 , fc_ratio: 68.2
PAGE pfn: 0x7f5cf3074, ar: 77, fc: 45, num_access: 122, ar_ratio: 63.1 , fc_ratio: 36.9
PAGE pfn: 0x7f5cf2b53, ar: 400, fc: 13, num_access: 413, ar_ratio: 96.9 , fc_ratio: 3.1
PAGE pfn: 0x7f5cf3092, ar: 660, fc: 10, num_access: 670, ar_ratio: 98.5 , fc_ratio: 1.5
PAGE pfn: 0x7f5cf3069, ar: 47, fc: 23, num_access: 70, ar_ratio: 67.1 , fc_ratio: 32.9
PAGE pfn: 0x7f5cf3093, ar: 360, fc: 4, num_access: 364, ar_ratio: 98.9 , fc_ratio: 1.1
PAGE pfn: 0x7f5cf3094, ar: 378, fc: 4, num_access: 382, ar_ratio: 99.0 , fc_ratio: 1.0
PAGE pfn: 0x7f5cf3095, ar: 364, fc: 5, num_access: 369, ar_ratio: 98.6 , fc_ratio: 1.4
PAGE pfn: 0x7f5cf3227, ar: 907, fc: 7, num_access: 914, ar_ratio: 99.2 , fc_ratio: 0.8
PAGE pfn: 0x7f5cf3096, ar: 365, fc: 5, num_access: 370, ar_ratio: 98.6 , fc_ratio: 1.4
PAGE pfn: 0x7f5cf3097, ar: 362, fc: 4, num_access: 366, ar_ratio: 98.9 , fc_ratio: 1.1
PAGE pfn: 0x7f5cf3098, ar: 352, fc: 5, num_access: 357, ar_ratio: 98.6 , fc_ratio: 1.4
PAGE pfn: 0x7f5cf3099, ar: 23, fc: 4, num_access: 27, ar_ratio: 85.2 , fc_ratio: 14.8
PAGE pfn: 0x55fddb571, ar: 136, fc: 2, num_access: 138, ar_ratio: 98.6 , fc_ratio: 1.4
PAGE pfn: 0x7f5cf3229, ar: 1245, fc: 3, num_access: 1248, ar_ratio: 99.8 , fc_ratio: 0.2
PAGE pfn: 0x7f5cf2c0b, ar: 9, fc: 17, num_access: 26, ar_ratio: 34.6 , fc_ratio: 65.4
PAGE pfn: 0x7f5cf2e28, ar: 0, fc: 4, num_access: 4, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f5cf2e22, ar: 9, fc: 121, num_access: 130, ar_ratio: 6.9 , fc_ratio: 93.1
PAGE pfn: 0x7f5cf2e20, ar: 1, fc: 1, num_access: 2, ar_ratio: 50.0 , fc_ratio: 50.0
PAGE pfn: 0x7f5cf2e1c, ar: 182, fc: 0, num_access: 182, ar_ratio: 100.0 , fc_ratio: 0.0
PAGE pfn: 0x7f5cf3271, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x55fddccb8, ar: 82, fc: 8, num_access: 90, ar_ratio: 91.1 , fc_ratio: 8.9
PAGE pfn: 0x55fddccc9, ar: 1600161, fc: 80018, num_access: 1680179, ar_ratio: 95.2 , fc_ratio: 4.8
PAGE pfn: 0x7f5cf31ad, ar: 369, fc: 4, num_access: 373, ar_ratio: 98.9 , fc_ratio: 1.1
PAGE pfn: 0x7f5cf322a, ar: 4253, fc: 4, num_access: 4257, ar_ratio: 99.9 , fc_ratio: 0.1
PAGE pfn: 0x7f5cf322b, ar: 360, fc: 15, num_access: 375, ar_ratio: 96.0 , fc_ratio: 4.0
PAGE pfn: 0x7f5cf3037, ar: 10, fc: 13, num_access: 23, ar_ratio: 43.5 , fc_ratio: 56.5
PAGE pfn: 0x7f5cf31b1, ar: 16, fc: 71, num_access: 87, ar_ratio: 18.4 , fc_ratio: 81.6
PAGE pfn: 0x7f5cf2dbd, ar: 0, fc: 193, num_access: 193, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f5cf31d6, ar: 0, fc: 9, num_access: 9, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x55fddccca, ar: 18241824, fc: 80022, num_access: 18321846, ar_ratio: 99.6 , fc_ratio: 0.4
PAGE pfn: 0x55fddb56f, ar: 0, fc: 5, num_access: 5, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x55fddcccb, ar: 0, fc: 2, num_access: 2, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f5cf31ae, ar: 5, fc: 3, num_access: 8, ar_ratio: 62.5 , fc_ratio: 37.5
